BergBlacksmith			~kRoderick Merk sagt, "Wenn Ihr bei mir nicht fÿndig werden solltet, besucht doch meinen guten Freund Harold im Auktionshaus. Vielleicht kann er euch besorgen, wonach Ihr sucht?"
BergBlacksmith			~kRoderick Merk sagt, "Schickt euch dieser Michael? Ständig verlangt er Mÿnzen von mir, damit er niemandem erzählt, warum ich Jixa verlassen musste. Dieser elende Halunke!"
BergAucM			~kHarold d'Adue schreibt mit Federkiel und Tinte auf einem Blatt Pergament. Offenbar fÿhrt er akribisch Buch ÿber die hier zum Verkauf angebotenen Gegenstände. Er bemerkt euch zunächst nicht einmal, so vertieft ist er in seine Arbeit.
BergAucM			~kHarold d'Adue spricht mit leiser aber seriöser Stimme, "Solltet Ihr hier nicht fÿndig werden, könnt Ihr eure Mÿnzen gerne in der Bank, bei meinem Sohn Michael d‘Adue, einlagern. Er wird gut auf euer Vermögen aufpassen. Ich verspreche es Euch!"
BergAucM			~kHarold d'Adue sagt, "Manch einer sagt, ich wäre sehr geschickt im Umgang mit Zahlen aber im Grunde ist das auch kein Hexenwerk. Und wenn es doch einmal nicht passt, nun... ich finde immer eine zufriedenstellende Lösung."
BergAucM			~kHarold d'Adue plustert sich auf und sagt, "Im ÿbrigen bin ich nicht nur der königliche Auktionator von Berg, sondern auch der Schatzmeister unseres Königs. Nun wisst Ihr, wer vor euch steht. Und Ihr seid?"
BergAucM			~kHarold d'Adue schnaubt erzÿrnt: "Pah! Dieser Liam schon wieder! Ständig verbreitet er Lÿgen ÿber mich. Und das nur, weil er nicht mal sein Lager im Griff hat und neidisch auf meinen Erfolg ist. Wenn das so weiter geht, werde ich wohl mit dem König sprechen mÿssen."
BergAucM			~kHarold d'Adue sagt, "Falls euch Liam Magnus dazu ÿberreden sollte, eure Sachen bei ihm einzulagern, empfehle ich euch ernsthaft darÿber nachzudenken, sie vielleicht lieber hier im Auktionshaus zu verkaufen. Bevor dieser Trottel die Hälfte wieder verschusselt. Denkt darÿber nach."
BergAucM			~kHarold d'Adue sagt, "Tretet näher und betrachtet die wundervollen Waren dieses einzigartigen Auktionshauses. Ich heiÿe euch herzlich willkommen!"
BergAucM			~kHarold d'Adue sagt, "Möchtet Ihr vielleicht etwas in diesem Auktionshaus zum Verkauf anbieten? Ich bin mir sicher, wir werden uns schnell einig. Was sagt Ihr? Zeigt mir doch mal, was Ihr habt."
BergAucM			~kHarold d'Adue legt, während ihr euch umseht, etwas Feuerholz in seinem Kamin und hält anschlieÿend seine Hände in Richtung des wärmenden Feuers.
BergBanker			~kWährend Michael d'Adue die Mÿnzen seines Mÿnzbeutels zählt, funkeln seine Augen bei jedem Klimpern.
BergBanker			~kMichael d'Adue sagt, "Mÿnzen haben einen wunderbaren klang, wenn man sie in einem Beutel schÿttelt. Findet Ihr nicht?"
BergBanker			~kMichael d'Adue sagt, "Seid gegrÿÿt! Habt Ihr eventuell Mÿnzen, die Ihr sicher zu verwahren ersucht? Dann seid Ihr hier genau richtig!"
BergBanker			~kMichael d'Adue spricht erleichtert, "Dank meines Vaters leite ich nun diese Bank hier und muss nicht mit den Truppen des Königs, dort drauÿen im dÿsteren Wald, gegen diese Monster kämpfen."
BergBanker			~kMichael d'Adue sagt, "Roderick Merk, unser Schmied, ÿbt einen schlechten Einfluss auf meinen Vater aus. Bald wird er hoffentlich Berg verlassen, so wie er auch Jixa verlassen musste!"
BergBanker			~kMichael d'Adue sagt, "Tut Ihr mir einen Gefallen? Kauft eure Waffen- und Rÿstungen bei meinem Vater, dem Auktionator von Berg und nicht bei diesem widerlichen Roderick."
BergBanker			~kMichael d'Adue erzählt euch, "Wenn manch einer hier wÿsste, was ich ÿber Roderick weiÿ, mÿsste er Berg sehr bald verlassen. Doch da mein Vater ihn schÿtzt, bleiben mir nur die Mÿnzen."
BergBanker			~kMichael d'Adue sagt, "Solltet Ihr bei unserem Schmied, Roderick Merk, vorbei kommen, erinnert ihn doch daran, mir seine monatliche Zahlung umgehend zu ÿberreichen. Habt Dank!"
BergBanker			~kMichael d'Adue sagt, "Es ist wirklich schön, euch zu sehen. Möchtet Ihr weitere Mÿnzen einzahlen? Sie sind hier wirklich sicher gelagert, es gibt keinen besseren Platz fÿr sie. Ihr habt mein Wort."
BergMerchant			~kLuisane d'Ile sagt, "Solltet ihr im Gasthaus meines Bruders Bastiane einkehren, so richtet ihm doch bitte liebe Grÿÿe aus. Leider habe sehr viel hier zu tun und sehe ihn nur selten."
BergMerchant			~kLuisane d'Ile greift zu ein paar Kräutern unter ihrer Theke und zermahlt diese in einem kleinen Mörser. Das dadurch entstandene Tee-Pulver kocht sie mit heiÿem Wasser auf und trinkt immer wieder kleine Schlÿcke aus ihrem Becher, während sie euch beobachtet.
BergMerchant			~kLuisane d‘Ile mischt verschiedene, exotisch wirkende Kräuter zusammen und stopft diese in eine Wasserpfeife. Als sie diese entzÿndet und den Rauch ausatmet, erfÿllt ein fruchtig-frischer Geruch die kleine Höhle und ihr fÿhlt euch sehr entspannt.
BergMerchant			~kLuisane d'Ile sagt, "Seid Ihr auch einer dieser Jala-Barden, die ein paar exotische Kräuter gebrauchen können oder wonach sucht Ihr bei mir?"
BergMerchant			~kLuisane d'Ile sagt, "Nur durch meine harte Arbeit, können mein Bruder und ich uns diesen Lebensstil erlauben. Leider vergessen das unsere Neider schnell oder nehmen es nicht wahr."
BergMerchant			~kLuisane d'Ile sagt, "Hallo, schaut euch doch mal diese feinen Kräuter und Pilze aus dem Umland an. Vielleicht ist ja etwas dabei, was Ihr fÿr eure Zauberei gebrauchen könnt?"
BergMerchant			~kLuisane d'Ile sagt, "Habt Ihr auf euren Reisen eventuell besonders interessante Kräuter, Pilze, Wurzeln oder ähnliches gefunden, von dem Ihr euch trennen möchtet? Ich zahle euch sicher einen guten und fairen Preis dafÿr."
BergMerchant			~kLuisane d'Ile sagt, "Wÿrde mein Bruder nur so hart arbeiten wie ich, wÿrde es auch unserer Familie besser gehen. Denn einst gehörten wir zum Adel von Berg, doch der Alkohol hat ihn verändert."
BergMerchant			~kLuisane d'Ile sagt, "Wart Ihr mal in Barloque? Ursprÿnglich lebten unsere Vorfahren dort, mein Bruder und ich haben diese prunkvolle Stadt, die es den Erzählungen nach sein muss, leider nie sehen können. Die magische Barriere hatte es verhindert."
BergMerchant			~kLuisane d'Ile sagt, "Ich wÿnschte, mein Bruder Bastiane wÿrde endlich mit dem Trinken aufhören, doch seit er das Gasthaus fÿhrt, ist es noch schlimmer geworden. So muss ich mich hier alleine darum kÿmmern, dass unsere Familie genug zum Leben hat."
BergMerchant			~kLuisane d'Ile zupft ihr edles Kleid zurecht und streicht sich durch die Haare. Sie wirkt auf euch wie eine fein gekleidete Dame aus dem Hochadel und doch verkauft sie offenbar nur Kräuter in einem kleinen Höhlenladen, welcher von schummrigen Licht erleuchtet wird.
BergMerchant			~kLuisane d'Ile sagt, "Eines Tages kehrt unsere Familie nach Barloque zurÿck und wird wieder den Platz einnehmen, der ihr gebÿhrt. Doch bis dahin habe ich noch sehr viel Arbeit vor mir. Es wÿrde sicherlich schneller gehen und einfacher sein, wÿrde mein Bruder Bastiane mir dabei helfen, doch er verschwendet seine Zeit lieber mit Bier und Schnaps."
BergInnkeeper			~kBastiane d'Ile scheint heute einen dieser Tage zu haben, wo er mal wieder mehr getrunken hat, als er eigentlich vertragen kann. Und doch steht er schnurgerade vor euch und schenkt ein, ohne etwas zu verschÿtten. Wahrhaftig beeindruckend!
BergInnkeeper			~kBastiane d'Ile fragt euch angetrunken, "Ha-Hat euch meine Sch-sch-wester gesch-sch-ickt? Ständig mo-motzt sie her-rum un-und w-w-wirft mir vor <hicks> ich wÿrde schu-schu-schuviel trinken! Dasch do-doch vollkommner Quatsch!"
BergInnkeeper			~kBastiane d'Ile lallt euch betrunken zu, "Hee-hee! Ihr sch-sprecht mit Lord Bastiane d‘Ile, ver- ver-armter Ho-ho-Hochadel, stets zu Di-di-diensten! Wisst Ihr, <schmatzt vor sich hin> ich ha-habe mich damit lä-längst ab-abgefunden aber meine Sch-sch-schwester hält noch immer an ih-ih-rem Traum von Barloque fest. <Seufzt> Ach ver-verflucht, wasch scholls!"
BergInnkeeper			~kBastiane d'Ile spricht beschwipst aber freudig, "A-hoi! Wasch wollt ihr tri-trinken? Isch hab- habe Bier, Schna-schnahaps uuund Käääse! Hee-heee! Schm-eckt alles lecker!"
BergInnkeeper			~kBastiane d'Ile putzt und poliert sorgfältig seine Gläser, als du das Gasthaus betrittst. Zwischendurch schenkt er sich immer wieder selber einen Schnaps ein und kichert zufrieden vor sich hin.
BergInnkeeper			~kVom Kamin im Gasthaus geht eine angenehme Wärme aus, die euch wohlig umhÿllt und nach kurzer Zeit auch ziemlich durstig zu machen scheint.
BergInnkeeper			~kBastiane d'Ile, blau wie ein Veilchen, entgegnet euch, "Kommt, jsetzt euch und tri-trinkt etwasch, bevor euer Mu-mund austrocknet! Isch ma-mache esch euch auch g-gerne noch etwas w- wärmer, solltet Ihr fr-fr-frieren."
BergInnkeeper			~kBastiane d'Ile erzählt sternhagelvoll, "Gl-glaubt mir, ich sssh-sehne mich nach all dem Lu- luxus, den unsere Fa-familie einst ha-hatte. Wenn isch nisch mÿschte, <hicks> wÿrde ich auch nisch arbeiten! Ver-verdammt nocheins!"
BergInnkeeper			~kBastiane d'Ile stottert euch betrunken entgegen, "Wasch glaubt Ihr, w-wer hier vor euch schteht, häh?! Eigentlisch gehöre isch nischt hier-hin. Schl-schlieÿlich war isch nischt nur irgendjemand, son-sondern Bastiane d‘Ile!"
BergVaultman			~kLiam Magnus sagt, "Dieser Harold und sein Sohn ÿben starken Einfluss auf unseren König aus und ich bin mir nicht sicher, ob das so gut fÿr Berg ist. Aber sprechen wir ÿber's Geschäft: Was mögt Ihr bei mir einlagern?"
BergVaultman			~kLiam Magnus hustet stark, als eine Rauschwade aus dem Kamin herÿber weht. Er stÿtzt sich dabei auf seinem Gehstock ab und flucht leise vor sich hin.
BergVaultman			~kLiam Magnus sagt, "Seid gegrÿÿt! Kommt Ihr aus dem Westen? Wie ich hörte, soll es dort ebenfalls ein solches Lager geben? Ach, vermutlich nicht mal annähernd so groÿ und sicher wie meines. Mögt Ihr eure Waren vielleicht hier einlagern?"
BergVaultman			~kLiam Magnus sagt, "Kennt Ihr schon das Auktionshaus in Berg? Nun, unter meiner Fÿhrung wÿrde es sicher besser laufen aber unser König wird schon wissen, wem er es anvertraut. Doch nun zum geschäftlichen: Lagert eure Gegenstände bei mir und ich verwahre sie sicher fÿr euch. Na?"
BergVaultman			~kLiam Magnus legt ein paar weitere Scheite Feuerholz in seinen Kamin um die angenehme Wärme zu erhalten, die seinen Lagerraum ausfÿllt.
BergVaultman			~kLiam Magnus sagt, "Nur jetzt und heute: Besonders gÿnstige Konditionen! Sorgt fÿr Platz in eurem Rucksack und lagert nicht benötigte Gegenstände bei Liam Magnus! Wie sieht's aus?"
BergVaultman			~kLiam Magnus sagt, "Hey, Ihr dort! Möchtet Ihr vielleicht eure Taschen leeren und somit wieder Platz fÿr neue Beute schaffen? Dann kommt und lagert alles bei mir ein!"
BergVaultman			~kLiam Magnus sagt, "Ihr wirkt auf mich, als wÿrdet ihr auf der Suche nach einem Abenteuer sein? Ja? Dann bitte ich euch und geht zu unserem König Léone und schlieÿt euch den Truppen von Berg an. Ach und wenn ihr schon mal dort seid, erwähnt doch bitte, das ich euch geschickt habe. Meinen erhabensten Dank und nun geht, husch, husch!"
BergVaultman			~kLiam Magnus stÿtzt sich auf seinen Gehstock, blickt akribisch in seine Bÿcher und macht Notizen
BergVaultman			~kDas Feuerholz im Kamin knistert und knackt. Eine angenehme Wärme strahlt euch entgegen.
BergVaultman			~kLiam Magnus kichert leise in sich hinein, während er einen Stapel Goldmÿnzen zählt.
