BergBlacksmith			~kFrederick Merk says, "Is Michael sending you? He keeps asking for coins from me so he'll not tell anyone why I had to leave Jixa. That wretched scoundrel!"
BergAucM			~kHarold d'Adue writes with quill and ink on a sheet of parchment. Apparently, he meticulously keeps a book on the items offered for sale here. He does not even notice you at first, because he's so engrossed in his work.
BergAucM			~kHarold d'Adue speaks in a low but serious voice, "If you cannot find what you're looking for, you can store your coins in the bank, at my son Michael d'Adue. He will take good care of your assets. I promise you!"
BergAucM			~kHarold d'Adue says, "Some people say I'm very skilled with numbers, but basically that's not witchcraft. And if it does not fit, well ... I always find a satisfactory solution."
BergAucM			~kHarold d'Adue puffs himself up and says, "Incidentally, I'm not only the royal auctioneer of Berg, but also the treasurer of our king. Now you know who is in front of you. And you are?"
BergAucM			~kHarold d'Adue snorts angrily, "Pah! This Liam again! He constantly spreads lies about me. And only because he does not even have his storage under control and he's jealous of my success. If this continues, I will probably have to speak with the king."
BergAucM			~kHarold d'Adue says, "If Liam Magnus persuades you to store your things at him, I strongly recommend that you consider selling them here in the auction house. Otherwise this jerk loses the half of it again. Think about it."
BergAucM			~kHarold d'Adue says, "Step closer and look at the wonderful merchandise of this unique auction house. I send you a warm welcome!"
BergAucM			~kHarold d'Adue says, "Would you like to offer something for sale in this auction house? I'm sure we will agree quickly. What do you say? Show me what you have."
BergAucM			~kAs you look around, Harold d'Adue puts some firewood in his fireplace and then holds his hands in the direction of the warming fire.
BergBanker			~kWhile Michael d'Adue counts the coins in his coin purse, his eyes sparkle with every jingle.
BergBanker			~kMichael d'Adue says, "Coins have a wonderful sound when shaken in a bag. Aren't you thinking the same?"
BergBanker			~kMichael d'Adue says, "Greetings! Do you have any coins that you're sure to keep safe? Then you're exactly right here!"
BergBanker			~kMichael d'Adue speaks with relief, "Thanks to my father, I now lead this bank here and do not have to fight with the troops of the king, out there in the dark forest, against these monsters."
BergBanker			~kMichael d'Adue says, "Frederick Merk, our blacksmith, has a bad influence on my father. Soon he'll hopefully leave Berg, just as he had to leave Jixa!"
BergBanker			~kMichael d'Adue says, "Are you doing me a favor? Buy your weapons and armor from my father, the auctioneer of Berg, and not at this disgusting Frederick."
BergBanker			~kMichael d'Adue tells you, "If some of you here knew what I know about Frederick, he would have to leave Berg very soon. But since my father protects him, only the coins remain to me."
BergBanker			~kMichael d'Adue says, "Should you visit our blacksmith, Frederick Merk, remind him to hand out me his monthly payment immediately. Thank you!"
BergBanker			~kMichael d'Adue says, "It's really nice to see you. Would you like to deposit more coins? They're really safe here, there's no better place for them. You have my word."
BergMerchant			~kLuisane d'Ile says, "If you visit the Inn of my brother Bastiane, please give him my best regards. Unfortunately, there's a lot to do here and I rarely see him."
BergMerchant			~kLuisane d'Ile grab for some herbs under her table and grinds them in a small mortar. She cooks the resulting tea powder up with hot water and keeps taking small sips from her cup as she watches you.
BergMerchant			~kLuisane d'Ile mixes various exotic-looking herbs and stuffs them into a hookah. When she ignites them and exhales the smoke, a fruity-fresh smell fills the little cave and you feel very relaxed.
BergMerchant			~kLuisane d'Ile says, "Are you one of those Jala Bards who can use some exotic herbs or what are you looking for?"
BergMerchant			~kLuisane d'Ile says, "Only through my hard work, my brother and I can allow ourselves this lifestyle. Unfortunately, our envious people quickly forget or do not realize it."
BergMerchant			~kLuisane d'Ile says, "Hello, look at these fine herbs and mushrooms from the surrounding area. Maybe there's something you can use for your sorcery?"
BergMerchant			~kLuisane d'Ile says, "Have you ever found any interesting herbs, mushrooms, roots or something like this on your travels that you would like to sell? I'll pay you a good and fair price for it."
BergMerchant			~kLuisane d'Ile says, "If my brother worked only as hard as I did, our family would feel better, too. Because once we belonged to the nobility of Berg, but the alcohol has changed him."
BergMerchant			~kLuisane d'Ile says, "Have you ever been to Barloque? Originally our ancestors lived there, unfortunately my brother and I have never been able to see this magnificent city, which according to the stories has to be. The magical barrier had prevented it."
BergMerchant			~kLuisane d'Ile says, "I wish my brother Bastiane would finally stop drinking, but since he ran the Inn, things have gotten worse. So, I've to take care of this alone, that our family has enough to live."
BergMerchant			~kLuisane d'Ile straightens her noble dress and strokes her hair. It looks like a finely-clad lady of the high nobility and yet apparently, she sells only herbs in a small cave shop, which is illuminated by dim light.
BergMerchant			~kLuisane d'Ile says, "One day, our family will return to Barloque and will again take the place it deserves. But until then I still have a lot of work to do. It would certainly go faster and easier, if my brother Bastiane would help me, but he will rather waste his time with beer and liquor."
BergInnkeeper			~kBastiane d'Ile seems to have one of these days, where he once again drank more than he can tolerate. And yet he stands dead straight before you and pour in the glass without spilling anything. Truly impressive!
BergInnkeeper			~kBastiane d'Ile asks you drunk, "Di-did my Si-sish-Sister sends you? Constantly sh-she accuses me of dri-drinking <hicks> too m-m-much! But thats perf-perfect nonsshhense!"
BergInnkeeper			~kBastiane d'Ile gets drunk, "Hee-hee! You're talking to Lord Bastiane d'Ile, very poor no- nobility, at your service! Do you know, <smacking himself> i've resigned my-myself to it but my si-sister is still holding on to her dream of Barloque. <Sighs> Oh damn it, nev-nevermind!"
BergInnkeeper			~kBastiane d'Ile speaks tipsily but joyfully, "A-hoi! Do you want to dri-drink ssshh-something? I've got beer, liquor and cheese! Hee-heee! Everything tastes delicious!"
BergInnkeeper			~kBastiane d'Ile carefully cleans and polishes his glasses as you enter the Inn. In between, he always pours himself a liquor and giggles contentedly to himself.
BergInnkeeper			~kFrom the fireplace in the Inn a pleasant warmth, which covers you well and seems to make after a short time quite thirsty.
BergInnkeeper			~kBastiane d'Ile, blue as a violet, reply to you, "Come, sit down and drink before your mouth dries up! I also ma-makes it a l-l-little w-warmer, you shouldn't free-freeze."
BergInnkeeper			~kBastiane d'Ile hilariously narrates, "Be-believe me, I'm mi-missing all the lu-luxuries that our family once ha-had. If i had no-not to, <hicks> i would also won't work too! Damn it!
BergInnkeeper			~kBastiane d'Ile stutters drunk towards you, "W-What do you thi-think, who st-stands here in fr- front of you, huh?! Actually, I do not be-belong here. After all, I w-was not j-just anyone but Bastiane d'Ile!"
BergVaultman			~kLiam Magnus says, "This Harold fellow and his son hold quite a bit 'v sway over our king and I'm not sure that's in Berg's best interest.  But let's talk business:  What is it ye want to deposit?"
BergVaultman			~kLiam Magnus is cought in a violent coughing fit, as he is engulfed by a plume of smoke puffing from the chimney.  Heavily leaning on his cane, he mutters a few inaudible swear words.
BergVaultman			~kLiam Magnus says, "Well met!  Are ye visitin' from tha Western Kingdom?  I've been told that ye Westerners've got a similar vault in the royal city 'v Barloque?  It's probably nowhere near as big and professionally maintained as mine, don't ye agree?  Anyway, would ye like ta keep a few things here?"
BergVaultman			~kLiam Magnus says, "Are ye familiar with the auction house around here?  Well, I'm sure it'd be runnin' more smoothly if I were responsible fer it, but I guess our king has his reasons fer trustin' the current manager...  Oh well, back to business:  Leave yer valuables with me and I'll keep'em safe fer ye fer a small fee.  How about it?"
BergVaultman			~kLiam Magnus stokes his chimney with a few more pieces of fire wood, making sure to keep his vault nice and toasty.
BergVaultman			~kLiam Magnus says, "Ye won't receive this amazin' offer anywhere else:  Enjoy Liam Magnus' trusted super saver secure storage service and make some room in yer backpack at an unbelievably low price!  Ye know ye want ta!"
BergVaultman			~kLiam Magnus says, "Hey, ye over there!  Wouldn't ye like ta make some room fer more loot?  Ye look like ye couldn't even fit another roobeh!  Come on over and let me take care 'v it..."
BergVaultman			~kLiam Magnus says, "Ye seem like the adventurous type!  Am I right??  Why don't ye go and enroll yer services with King Leone's royal guard?  Oh, and while ye're at it, why don't ye mention that I sent ye?  Thank ye kindly!  Now be on yer way already...  Go on!  Shoo!  Off ye go!"
BergVaultman			~kLiam Magnus leans on his cane as he nimbly scans through the well-worn pages of a massive ledger with his finger.  Occasionally, he turns his attention to his small notebook to tick off an entry or circle a name.
BergVaultman			~kA pleasant warmth is radiating from the fireplace, and every now and then a sharp snapping sound can be heard amid the low crackling coming from the fire.
BergVaultman			~kLiam Magnus smiles to himself as he counts through a stack of shiny golden coins.  A sigh of contentment escapes his lips.
JixaInnKeeper			~kJorgan Yesjor says, "A guild of theives? Pish posh!"
JixaInnKeeper			~kJorgan Yesjor says, "I'm telling you - the guy was a complete stranger, just walked up and gave me the bag."
JixaInnKeeper 			~kJorgan Yesjor boasts, "For that is why they call me an ACTOR!"
JixaInnKeeper 			~kJorgan Yesjor whisphers, "You got a package for me?"
JixaInnKeeper 			~kJorgan Yesjor shouts, "I would have defeated the bandits if it weren't for Jala's song!"
JixaInnKeeper 			~kJorgan Yesjor whisphers, "If we both stick to the story, they can't prove anything."
JixaInnKeeper 			~kJorgan Yesjor says, "I just want a nice, easy life. What's wrong with that?"
JixaInnKeeper 			~kJorgan Yesjor says, "Drinks, drinks and more drinks! Ha HA!"
JixaInnKeeper 			~kJorgan Yesjor says, "What would win in a fight, a Spinebeast or a Nyrphling?"
JixaInnKeeper 			~kJorgan Yesjor says, "Hey ho, the wetlands are where you must go!"
JixaInnKeeper 			~kJorgan Yesjor says, "Anyone got some truffles?"
JixaInnKeeper 			~kJorgan Yesjor says, "Many are looking to trade with Jixa.  I say, all are welcome into our realm!"
JixaInnKeeper		Bandits	~kJorgan Yesjor says, "Look we run things a little differently around here, okay?"
JixaBlacksmith			~kTylo Barsis says, "I should go to Berg with him, but what would ~Ithey think?!"
JixaBlacksmith		Frederick	~kTylo Barsis babbles, "F-F-Fred-rick? Why didn't he come and talk to me himself?"
JixaBlacksmith			~kTylo Barsis babbles, "Half man?  Half bull?  No thanks I never want to see one of those!"
JixaBlacksmith 			~kTylo Barsis grumbles, "If...y-you leave now, you get nothing."
JixaBlacksmith 			~kTylo Barsis says, "I'm ready to try again, if you are?"
JixaBlacksmith 			~kTylo Barsis says, "There's something I need to get off my chest."
JixaBlacksmith 			~kTylo Barsis says, "Do you ever think we should just stop doing this?"
JixaBlacksmith 			~kTylo Barsis says, "H-how long have you been standing there?"
JixaBlacksmith 			~kTylo Barsis says, "Do you find me wise yet?"
JixaBlacksmith 			~kTylo Barsis says, "Soldiers of Berg are renowned as the greatest in the world."
JixaBlacksmith 			~kTylo Barsis says, "Jala had a lover...it was Faren was it?"
JixaBlacksmith 			~kTylo Barsis says, "The elementals manifested from its love of Jala."
JixaBlacksmith 			~kTylo Barsis says, "Neither dead or living, simply tools sealed away."
JixaBlacksmith 			~kTylo Barsis says, "Them... sealed away serving only their masters."
JixaBlacksmith 			~kTylo Barsis says, "Have you paid your respects to the dead?"
JixaBlacksmith 			~kTylo Barsis says, "Sadness often leads to a truth..."
JixaBlacksmith 			~kTylo Barsis says, "Bards will play whatever without a care in the world."
JixaDyeM 			~kRosaline Marinus says, "My father was a great man, I wish he was still around to see the reunited lands."
JixaDyeM 			~kRosaline Marinus says, "If you see Tylo, try to cheer him up... he seems a bit down these days."
JixaDyeM 			~kRosaline Marinus says, "I heard Tylo and Frederick were once really great friends, who knows what happened between them."
JixaDyeM 			~kRosaline Marinus says, "I wouldn't trust Jorgan, I always see shady folks stopping by his bar."
JixaDyeM 			~kRosaline Marinus says, "Everyone seems to love Jorgan, I just feel he is up to no good."
JixaDyeM 			~kRosaline Marinus says, "Do you believe in ghosts? They say Berg could be haunted by our ancestors."
JixaDyeM 			~kRosaline Marinus says, "Jixa is also known as the city of art.  We are Jala's children."
JixaDyeM 			~kRosaline Marinus says, "I can feel mana hanging heavy in the air the moment I enter Berg."
JixaDyeM 			~kRosaline Marinus says, "Trust nobody, there are far too many rogues around these lands."
JixaDyeM		dye	~kRosaline Marinus says, "I should be able to make you a dye.  I only require the heart of an Xeochicatl."
JalaPriestess			~kPriestess Themala says, "Music can affect you in many ways.  When you hear a song it can alter your mood, it can change your day."
JalaPriestess			~kPriestess Themala says, "The golems, animated servants, neither alive nor dead.  They're powerful tools of Jala."
JalaPriestess			~kPriestess Themala says, "Those that have passed, can still hear our songs.  Remember to pay your respects with a soft tune."
JalaPriestess			~kPriestess Themala says, "A prism is a useful tool.  You never know where it might come handy."
JalaPriestess			~kPriestess Themala says, "A great song is one that is around even when I'm not."
JalaPriestess			~kPriestess Themala says, "Music gives us memories.  The longer the melody has existed, the more memories we have of it."
JalaPriestess			~kPriestess Themala says, "If our king loves music, there is little wrong in the land."
JalaPriestess			~kPriestess Themala says, "I don't think good and evil are polarized.  Whatever is done for love always occurs beyond both."
JalaPriestess			~kPriestess Themala says, "Music does not lie, it makes you have a feeling.  A song makes you feel a thought."
JalaPriestess			~kPriestess Themala says, "So vast is art, so narrow is the human wit."
JalaPriestess			~kPriestess Themala says, "True ease in lyrics comes from art, not chance, as those move easiest who have learn'd to dance."
SwampTree			~kXoenta tree whisphers, "The Palace of Berg is haunted you know."
SwampTree			~kXoenta tree whisphers, "If you listen carefully, you may hear voices in the air. They are of the Hakka, the snake tribe."
SwampTree			~kXoenta tree whisphers, "Without the harmonic balance from all sides, you will not be able to get to the other side."
SwampTree			~kXoenta tree whisphers, "There were seven of them, they were of Hakka."
SwampTree			~kXoenta tree whisphers, "Great evil lies below, you may not know it."
SwampTree			~kXoenta tree whisphers, "I can hear the spirits, they are waiting for a prism."
